episode_id,match_id,competition_name,season_name,period,possession_id,counterpressing_team,counterpressing_team_id,possession_team,possession_team_id,possession_origin_pattern,play_pattern,turnover_context,is_open_play,turnover_event_id,turnover_event_type,turnover_timestamp,turnover_seconds,turnover_location,turnover_link_quality,initiation_event_id,initiation_event_type,initiation_timestamp,initiation_seconds,initiation_location,initiation_player_id,initiation_player_name,delay_seconds,latency_valid,num_counterpress_actions,all_counterpress_event_ids,has_initiation_360,opponent_team_at_turnover,possession_team_at_counterpress_initiation,possession_id_at_counterpress_initiation,regain_5s_controlled,regain_3s_controlled,regain_8s_controlled,controlled_acquisition_time,controlled_control_time,controlled_regain_time,controlled_regain_event_id,controlled_regain_event_type,controlled_regain_evidence,regain_5s,regain_3s,regain_8s,seconds_to_regain,regain_event_id,regain_5s_controlled_v26,regain_5s_possession_annotation,regain_3s_possession_annotation,regain_8s_possession_annotation,seconds_to_regain_annotation,regain_event_id_annotation,dangerous_escape_15s,shot_15s,final_third_entry_15s,started_in_final_third,opponent_initial_x,opponent_max_progression_15s,time_to_shot,time_to_final_third_entry,episode_outcome_3class,episode_outcome_3class_old,is_primary_cohort,primary_cohort_eligible
3895320_p71_9d806a13,3895320,1. Bundesliga,2023/2024,1,71,Bayer Leverkusen,904,VfB Stuttgart,174,Regular Play,Regular Play,open_play,True,4cfdfcaa-96db-45f9-8c56-5d7cf8f2756a,Ball Recovery,00:36:37.482,2197.482,"[48.5, 21.0]",high,9d806a13-c3db-4c06-b161-02f36c582da5,Pressure,00:36:40.025,2200.025,"[60.6, 56.3]",9195,Robert Andrich,2.543,True,2,"['9d806a13-c3db-4c06-b161-02f36c582da5', '22174507-5fc5-4936-a260-db2413ac8c97']",True,VfB Stuttgart,VfB Stuttgart,71,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,48.5,67.1,,,harmless_escape,harmless_escape,True,True
3895320_p73_6bd42809,3895320,1. Bundesliga,2023/2024,1,73,VfB Stuttgart,174,Bayer Leverkusen,904,Regular Play,Regular Play,open_play,True,63e9d05e-c916-4165-9c93-bc24ff651e80,Pass,00:37:45.406,2265.406,"[63.6, 59.8]",high,6bd42809-ddf0-4f9c-93d1-a5c04cea5038,Duel,00:37:47.398,2267.398,"[35.7, 34.2]",20947,Atakan Karazor,1.992,True,1,['6bd42809-ddf0-4f9c-93d1-a5c04cea5038'],True,Bayer Leverkusen,Bayer Leverkusen,73,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,0,1,False,63.6,105.9,,0.0,dangerous_escape,dangerous_escape,True,True
3895320_p77_52815c7e,3895320,1. Bundesliga,2023/2024,1,77,VfB Stuttgart,174,Bayer Leverkusen,904,Regular Play,Regular Play,open_play,True,efef2979-d0be-4508-a7bc-0486f92b1c74,Pass,00:43:04.838,2584.838,"[32.2, 35.7]",high,52815c7e-0ee7-46cd-be07-71537df7e7d8,Pressure,00:43:05.607,2585.607,"[77.3, 43.5]",131243,Deniz Undav,0.769,True,3,"['52815c7e-0ee7-46cd-be07-71537df7e7d8', 'b41970b3-e3e9-45e5-a8cf-dae3baf446cb', 'b5b0cb6f-7e2b-4bb7-8470-c624f4fed075']",True,Bayer Leverkusen,Bayer Leverkusen,77,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,32.2,40.9,,,harmless_escape,harmless_escape,True,True
3895320_p78_476220e7,3895320,1. Bundesliga,2023/2024,1,78,Bayer Leverkusen,904,Bayer Leverkusen,904,From Free Kick,From Free Kick,immediate_restart_phase,False,e201a25a-a928-4fa6-a83c-db12af6eb854,Pass,00:43:43.612,2623.612,"[28.4, 21.9]",high,476220e7-3689-41f2-93a5-1263e2565353,Duel,00:43:45.940,2625.94,"[77.1, 62.9]",8804,Jonas Hofmann,2.328,True,1,['476220e7-3689-41f2-93a5-1263e2565353'],True,VfB Stuttgart,Bayer Leverkusen,78,1,1,1,0.0,1.465,1.465,e5faa564-cb55-4d2d-9091-3589febcd932,Pass,opponent_turnover_plus_pass,1,1,1,1.465,e5faa564-cb55-4d2d-9091-3589febcd932,1,1,1,1,0.0,12b495b2-ef68-4b0e-b4ec-aa1b732307e2,0,0,0,False,28.4,50.6,,,successful_regain,successful_regain,True,False
3895320_p81_ffbcebc6,3895320,1. Bundesliga,2023/2024,1,81,VfB Stuttgart,174,Bayer Leverkusen,904,Regular Play,Regular Play,open_play,True,9c9d1781-64c8-4e09-95e5-0c7ccaea7bef,Ball Recovery,00:44:50.674,2690.674,"[47.7, 57.2]",high,ffbcebc6-57da-46f5-89d3-1ff8e442d8ee,Pressure,00:44:51.289,2691.289,"[63.1, 25.2]",20947,Atakan Karazor,0.615,True,1,['ffbcebc6-57da-46f5-89d3-1ff8e442d8ee'],True,Bayer Leverkusen,Bayer Leverkusen,81,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,47.7,76.8,,,harmless_escape,harmless_escape,True,True
3895320_p83_154bec97,3895320,1. Bundesliga,2023/2024,2,83,Bayer Leverkusen,904,Bayer Leverkusen,904,From Kick Off,From Kick Off,open_play,True,4a9d9037-ecb2-46d9-9cec-fe10301af18a,Pass,00:00:19.923,19.923,"[51.8, 66.1]",high,154bec97-31b0-4b20-a227-8de2cd0386ce,Pressure,00:00:21.204,21.204,"[56.7, 75.4]",32712,Jeremie Frimpong,1.281,True,1,['154bec97-31b0-4b20-a227-8de2cd0386ce'],True,Bayer Leverkusen,Bayer Leverkusen,83,0,0,0,,,,,,,0,0,0,,,0,1,1,1,0.169,d4e5f2df-0152-4bba-a22b-111195b7e905,1,0,1,False,53.6,80.4,,3.53,dangerous_escape,dangerous_escape,True,True
3895320_p86_7d628d40,3895320,1. Bundesliga,2023/2024,2,86,Bayer Leverkusen,904,VfB Stuttgart,174,Regular Play,Regular Play,open_play,True,46e35956-9ef7-4c3a-b657-2d9400027c62,Pass,00:02:56.885,176.885,"[65.7, 13.9]",high,7d628d40-38cd-45a1-be9b-b4e11e868960,Pressure,00:03:01.119,181.119,"[28.3, 24.7]",10336,Alejandro Grimaldo García,4.234,True,2,"['7d628d40-38cd-45a1-be9b-b4e11e868960', '94f6d907-900f-44d8-ae1e-f6c86fc73882']",True,VfB Stuttgart,VfB Stuttgart,86,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,1,1,False,65.7,104.9,2.313,0.19,dangerous_escape,dangerous_escape,True,True
3895320_p88_a2d25786,3895320,1. Bundesliga,2023/2024,2,88,Bayer Leverkusen,904,Bayer Leverkusen,904,From Free Kick,From Free Kick,open_play,True,6ccc78d2-b54b-4c68-9d88-2ccd2e4c314c,Duel,00:04:33.929,273.929,"[15.3, 33.5]",high,a2d25786-f2a7-4ad9-b88f-d5f7b5e9a8f2,Pressure,00:04:36.004,276.004,"[90.5, 64.7]",27133,Odilon Kossonou,2.075,True,2,"['a2d25786-f2a7-4ad9-b88f-d5f7b5e9a8f2', 'a65712ab-b69e-454a-87f7-f9328d747220']",True,VfB Stuttgart,Bayer Leverkusen,88,1,1,1,0.279,1.916,1.916,11a9de74-558d-4c46-ae5d-f82248ac045d,Pass,opponent_turnover_plus_pass,1,1,1,1.916,11a9de74-558d-4c46-ae5d-f82248ac045d,1,1,1,1,0.248,01fa3738-4557-49b6-abe9-bc7e8edaed02,0,0,0,False,20.6,40.2,,,successful_regain,successful_regain,True,True
3895320_p91_a2882147,3895320,1. Bundesliga,2023/2024,2,91,Bayer Leverkusen,904,Bayer Leverkusen,904,Regular Play,Regular Play,open_play,True,8d936c21-a475-4bc7-a4ab-cf5032d253b8,Ball Recovery,00:07:13.615,433.615,"[21.0, 63.9]",high,a2882147-49dd-481b-846b-f209c2066f5d,Interception,00:07:17.301,437.301,"[76.9, 27.1]",28268,Exequiel Alejandro Palacios,3.686,True,1,['a2882147-49dd-481b-846b-f209c2066f5d'],True,VfB Stuttgart,Bayer Leverkusen,91,1,1,1,0.0,2.223,2.223,a269669a-2758-4863-b311-9fea5ca44b2e,Pass,interception_plus_pass,1,1,1,2.223,a269669a-2758-4863-b311-9fea5ca44b2e,1,1,1,1,0.311,94321eb2-64e6-4c84-9174-3df24a9bc06d,0,0,0,False,76.4,76.4,,,successful_regain,successful_regain,True,True
3895320_p92_3adbd48d,3895320,1. Bundesliga,2023/2024,2,92,VfB Stuttgart,174,VfB Stuttgart,174,Regular Play,Regular Play,open_play,True,a01e0ed9-cf02-4c50-87f4-8d1a524cfefd,Pass,00:08:13.132,493.132,"[57.2, 4.4]",high,3adbd48d-81eb-4afc-9b3d-16170f01e73f,Pressure,00:08:14.622,494.622,"[56.1, 75.9]",28805,Jamie Leweling,1.49,True,1,['3adbd48d-81eb-4afc-9b3d-16170f01e73f'],True,Bayer Leverkusen,VfB Stuttgart,92,0,0,1,5.357,5.357,5.357,ca9892d9-fbfc-4fa7-90d4-d3cc7dfd0fc1,Pass,new_possession_completed_pass,0,0,1,5.357,ca9892d9-fbfc-4fa7-90d4-d3cc7dfd0fc1,0,0,0,1,5.357,ca9892d9-fbfc-4fa7-90d4-d3cc7dfd0fc1,0,0,0,True,89.7,89.7,,,harmless_escape,harmless_escape,True,True
3895320_p94_c68146b9,3895320,1. Bundesliga,2023/2024,2,94,Bayer Leverkusen,904,Bayer Leverkusen,904,Regular Play,Regular Play,open_play,True,6d88ccef-efc2-43d7-b92b-a98b32e0049c,Ball Receipt*,00:08:31.346,511.346,"[66.3, 71.0]",high,c68146b9-f26e-4465-9656-b0d79047273a,Interception,00:08:32.355,512.355,"[46.2, 5.8]",10336,Alejandro Grimaldo García,1.009,True,1,['c68146b9-f26e-4465-9656-b0d79047273a'],True,VfB Stuttgart,Bayer Leverkusen,94,1,1,1,0.0,0.0,0.0,ce58b034-3c8a-4875-b39c-74355659fba8,Carry,interception_plus_carry,1,1,1,0.0,ce58b034-3c8a-4875-b39c-74355659fba8,1,1,1,1,0.0,ce58b034-3c8a-4875-b39c-74355659fba8,0,0,0,False,,0.0,,,successful_regain,successful_regain,True,True
3895320_p94_b3a8691b,3895320,1. Bundesliga,2023/2024,2,94,VfB Stuttgart,174,Bayer Leverkusen,904,Regular Play,Regular Play,open_play,True,c68146b9-f26e-4465-9656-b0d79047273a,Interception,00:08:32.355,512.355,"[46.2, 5.8]",high,b3a8691b-b821-41a2-bdfb-e73239087281,Pressure,00:08:32.700,512.7,"[72.3, 73.8]",29227,Leonidas Stergiou,0.345,True,3,"['b3a8691b-b821-41a2-bdfb-e73239087281', 'b1e72cfa-4dc7-4ec7-b33a-fb9f10dafc03', '256c994d-e65e-4475-a2b2-d1ee798833ba']",True,Bayer Leverkusen,Bayer Leverkusen,94,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,46.2,65.4,,,harmless_escape,harmless_escape,True,True
3895320_p97_5b6b5875,3895320,1. Bundesliga,2023/2024,2,97,VfB Stuttgart,174,VfB Stuttgart,174,From Throw In,From Throw In,open_play,True,22960b2d-529e-4697-872d-d153af298361,Duel,00:10:30.753,630.753,"[17.5, 44.6]",high,5b6b5875-791c-4fd1-ae5f-3e17047106d8,Pressure,00:10:32.029,632.029,"[99.6, 31.5]",23614,Chris Führich,1.276,True,1,['5b6b5875-791c-4fd1-ae5f-3e17047106d8'],True,Bayer Leverkusen,VfB Stuttgart,97,1,1,1,0.053,0.735,0.735,e0e951f9-14cc-4d61-953d-c85477348fe1,Pass,opponent_turnover_plus_pass,1,1,1,0.735,e0e951f9-14cc-4d61-953d-c85477348fe1,1,1,1,1,0.053,c7236106-0e16-4c3c-9d7a-508dbb82b208,0,0,0,False,56.8,56.8,,,successful_regain,successful_regain,True,True
3895320_p98_48497279,3895320,1. Bundesliga,2023/2024,2,98,Bayer Leverkusen,904,Bayer Leverkusen,904,From Goal Kick,From Goal Kick,ambiguous,False,32c527c7-0c1f-44e4-b1c4-2c5816807070,Pass,00:10:54.451,654.451,"[62.9, 43.1]",high,48497279-956d-4742-a0b8-c1349d73862f,Pressure,00:10:56.140,656.14,"[39.6, 42.8]",9195,Robert Andrich,1.689,True,3,"['48497279-956d-4742-a0b8-c1349d73862f', 'a947ede5-b3ca-4194-9a99-304320bacef1', '9cdc9ee2-e088-47ad-92e1-51599cd4ab6d']",True,VfB Stuttgart,Bayer Leverkusen,98,1,0,1,4.322,4.322,4.322,d8da60ef-3588-422c-a84f-9fa001471dc9,Carry,ball_recovery_plus_carry,1,0,1,4.322,d8da60ef-3588-422c-a84f-9fa001471dc9,1,1,1,1,1.942,a947ede5-b3ca-4194-9a99-304320bacef1,1,0,1,False,62.9,98.2,,2.05,dangerous_escape,dangerous_escape,True,False
3895320_p100_241a9361,3895320,1. Bundesliga,2023/2024,2,100,Bayer Leverkusen,904,VfB Stuttgart,174,Regular Play,Regular Play,open_play,True,48e60eb8-ee61-4f6d-9e75-6f7de8f377b4,Pass,00:12:28.265,748.265,"[62.7, 4.0]",high,241a9361-eec7-4c2a-90ef-fcd4ac9804e2,Pressure,00:12:29.104,749.104,"[56.4, 71.5]",9195,Robert Andrich,0.839,True,2,"['241a9361-eec7-4c2a-90ef-fcd4ac9804e2', '4ac16f95-4561-45ae-935b-db4a121ce200']",True,VfB Stuttgart,VfB Stuttgart,100,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,62.7,62.7,,,harmless_escape,harmless_escape,True,True
3895320_p105_5c009521,3895320,1. Bundesliga,2023/2024,2,105,VfB Stuttgart,174,Bayer Leverkusen,904,Regular Play,Regular Play,open_play,True,b7e4d4df-fe31-49c2-ba68-cc4e1ad301db,Ball Recovery,00:14:21.702,861.702,"[23.5, 74.9]",high,5c009521-34cc-46fa-8316-378d3662c31f,Pressure,00:14:25.976,865.976,"[78.5, 33.8]",131243,Deniz Undav,4.274,True,1,['5c009521-34cc-46fa-8316-378d3662c31f'],True,Bayer Leverkusen,Bayer Leverkusen,105,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,0,1,False,23.5,85.1,,5.031,dangerous_escape,dangerous_escape,True,True
3895320_p110_5316b91e,3895320,1. Bundesliga,2023/2024,2,110,Bayer Leverkusen,904,Bayer Leverkusen,904,Regular Play,Regular Play,open_play,True,a57cd674-1514-43be-a3e8-6cab53e0be5d,Dispossessed,00:16:44.910,1004.91,"[71.5, 4.8]",high,5316b91e-aaac-4eb4-bb0f-c7a31d479a7c,Duel,00:16:44.910,1004.91,"[48.6, 75.3]",32712,Jeremie Frimpong,0.0,True,3,"['5316b91e-aaac-4eb4-bb0f-c7a31d479a7c', 'b197a9ed-e31f-4b89-baeb-bc8c85153877', '27136826-5d1f-4223-bff3-716e66245bda']",True,VfB Stuttgart,Bayer Leverkusen,110,1,1,1,0.0,0.0,0.0,57667a6c-b22d-4178-b77f-7a01233b36e5,Carry,duel_plus_carry,1,1,1,0.0,57667a6c-b22d-4178-b77f-7a01233b36e5,1,1,1,1,0.0,57667a6c-b22d-4178-b77f-7a01233b36e5,0,0,0,False,,0.0,,,successful_regain,successful_regain,True,True
3895320_p110_ac83c555,3895320,1. Bundesliga,2023/2024,2,110,VfB Stuttgart,174,Bayer Leverkusen,904,Regular Play,Regular Play,open_play,True,5316b91e-aaac-4eb4-bb0f-c7a31d479a7c,Duel,00:16:44.910,1004.91,"[48.6, 75.3]",high,ac83c555-9b42-43d2-9150-6634fe24ad0b,Pressure,00:16:47.170,1007.17,"[82.4, 5.8]",23614,Chris Führich,2.26,True,1,['ac83c555-9b42-43d2-9150-6634fe24ad0b'],True,Bayer Leverkusen,Bayer Leverkusen,110,0,0,1,5.847,5.847,5.847,79235bc0-fb12-4e43-99eb-b2a8d73fcd65,Carry,ball_recovery_plus_carry,0,0,1,5.847,79235bc0-fb12-4e43-99eb-b2a8d73fcd65,0,0,0,0,,,0,0,0,False,48.6,59.9,,,harmless_escape,harmless_escape,True,True
3895320_p117_d5e07119,3895320,1. Bundesliga,2023/2024,2,117,Bayer Leverkusen,904,Bayer Leverkusen,904,From Corner,From Corner,ambiguous,False,b9d04ec8-ae9f-4812-a531-50cacf456857,Goal Keeper,00:20:45.128,1245.128,"[3.3, 38.9]",ambiguous,d5e07119-a011-4b62-8e75-96e195984e0e,Pressure,00:20:50.150,1250.15,"[105.6, 66.3]",33401,Amine Adli,5.022,False,1,['d5e07119-a011-4b62-8e75-96e195984e0e'],True,VfB Stuttgart,Bayer Leverkusen,117,0,0,1,5.182,5.182,5.182,cce2ae2f-f54c-49d5-8ed9-4bf3a2a61f44,Carry,ball_recovery_plus_carry,0,0,1,5.182,cce2ae2f-f54c-49d5-8ed9-4bf3a2a61f44,0,1,1,1,0.378,b22c4a20-ce31-4518-94ad-b903dc93c57e,0,0,0,False,4.4,47.0,,,harmless_escape,successful_regain,True,False
3895320_p122_e9f794c7,3895320,1. Bundesliga,2023/2024,2,122,Bayer Leverkusen,904,VfB Stuttgart,174,Regular Play,Regular Play,open_play,True,79bce02b-2785-435c-b5de-fb6f0b034746,Pass,00:22:39.236,1359.236,"[47.3, 58.2]",high,e9f794c7-7c50-4c0c-b214-07799582e3f2,Pressure,00:22:40.815,1360.815,"[63.2, 32.7]",33401,Amine Adli,1.579,True,1,['e9f794c7-7c50-4c0c-b214-07799582e3f2'],True,VfB Stuttgart,VfB Stuttgart,122,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,47.3,73.3,,,harmless_escape,harmless_escape,True,True
3895320_p122_f307e8c0,3895320,1. Bundesliga,2023/2024,2,122,VfB Stuttgart,174,VfB Stuttgart,174,Regular Play,Regular Play,open_play,True,6f677b01-00fd-46ec-8973-0b42504f38f6,Ball Recovery,00:23:01.696,1381.696,"[28.5, 41.6]",high,f307e8c0-2c95-4736-a701-2dc0eaceafd9,Pressure,00:23:03.268,1383.268,"[95.3, 24.1]",23614,Chris Führich,1.572,True,2,"['f307e8c0-2c95-4736-a701-2dc0eaceafd9', '00d87cb0-421b-402f-92bb-47e28204f7fc']",True,Bayer Leverkusen,VfB Stuttgart,122,1,1,1,1.014,1.014,1.014,c9a43b8c-a75a-4a02-a14f-7e2529ddd4f2,Carry,interception_plus_carry,1,1,1,1.014,c9a43b8c-a75a-4a02-a14f-7e2529ddd4f2,1,1,1,1,0.222,79b7ddbd-689a-48f4-bd19-f68bf2aeeeba,0,0,0,False,63.2,63.2,,,successful_regain,successful_regain,True,True
3895320_p123_cce3df94,3895320,1. Bundesliga,2023/2024,2,123,Bayer Leverkusen,904,Bayer Leverkusen,904,Regular Play,Regular Play,open_play,True,048d64d3-19ef-4dc2-ae84-6d3a22fae260,Dispossessed,00:23:06.496,1386.496,"[94.5, 24.3]",high,cce3df94-ed56-479a-ae84-15b7ee4aa2ca,Duel,00:23:06.496,1386.496,"[25.6, 55.8]",28268,Exequiel Alejandro Palacios,0.0,True,1,['cce3df94-ed56-479a-ae84-15b7ee4aa2ca'],True,VfB Stuttgart,Bayer Leverkusen,123,1,1,1,1.232,1.232,1.232,76d73b06-4ef5-4526-9db2-9a39436d7790,Carry,ball_recovery_plus_carry,1,1,1,1.232,76d73b06-4ef5-4526-9db2-9a39436d7790,1,1,1,1,1.232,2cb3bdb5-20d4-4b82-a1e6-454b67079cea,0,0,0,False,,0.0,,,successful_regain,successful_regain,True,True
3895320_p125_f25abeeb,3895320,1. Bundesliga,2023/2024,2,125,VfB Stuttgart,174,VfB Stuttgart,174,From Goal Kick,From Goal Kick,open_play,True,326ccb94-2088-4dc7-9840-a9b7ff8976df,Ball Recovery,00:26:29.845,1589.845,"[50.5, 23.3]",high,f25abeeb-af9b-48fb-a28c-f92df7957c48,Pressure,00:26:30.862,1590.862,"[70.4, 58.8]",28805,Jamie Leweling,1.017,True,1,['f25abeeb-af9b-48fb-a28c-f92df7957c48'],True,Bayer Leverkusen,VfB Stuttgart,125,1,1,1,0.195,1.952,1.952,9c504bec-8712-4538-b2c7-08336f92bdd6,Pass,opponent_turnover_plus_pass,1,1,1,1.952,9c504bec-8712-4538-b2c7-08336f92bdd6,1,1,1,1,0.195,b87e71a6-0b3e-4ad1-81a7-0d4ceda63d79,0,0,0,False,57.4,57.4,,,successful_regain,successful_regain,True,True
3895320_p127_94163196,3895320,1. Bundesliga,2023/2024,2,127,VfB Stuttgart,174,VfB Stuttgart,174,From Keeper,From Keeper,open_play,True,91bba91f-e6d4-46ff-9988-2b43724894ee,Ball Recovery,00:27:31.145,1651.145,"[31.7, 25.8]",high,94163196-b948-4ba6-88a4-8c6b4e405c59,Pressure,00:27:33.914,1653.914,"[69.6, 53.2]",20947,Atakan Karazor,2.769,True,1,['94163196-b948-4ba6-88a4-8c6b4e405c59'],True,Bayer Leverkusen,VfB Stuttgart,127,1,1,1,1.555,1.555,1.555,71277a64-46c6-4e1d-b161-dc137a37884c,Carry,ball_recovery_plus_carry,1,1,1,1.555,71277a64-46c6-4e1d-b161-dc137a37884c,1,1,1,1,0.139,4806f20d-8b89-42b6-b499-e5aa980fce6c,0,0,0,True,106.7,106.7,,,successful_regain,successful_regain,True,True
3895320_p131_d7053e63,3895320,1. Bundesliga,2023/2024,2,131,VfB Stuttgart,174,Bayer Leverkusen,904,Regular Play,Regular Play,open_play,True,a77f913b-84ba-457f-b4f0-4cab4f348a75,Pass,00:30:07.717,1807.717,"[51.2, 50.2]",high,d7053e63-eb9e-43de-a10f-7e18a48d499e,Pressure,00:30:09.677,1809.677,"[55.3, 38.5]",20947,Atakan Karazor,1.96,True,1,['d7053e63-eb9e-43de-a10f-7e18a48d499e'],True,Bayer Leverkusen,Bayer Leverkusen,131,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,0,1,False,51.2,111.6,,4.72,dangerous_escape,dangerous_escape,True,True
3895320_p135_dd864cd8,3895320,1. Bundesliga,2023/2024,2,135,Bayer Leverkusen,904,VfB Stuttgart,174,Regular Play,Regular Play,open_play,True,0ad55bb1-1dcf-41b4-a6f8-903a8cba5851,Ball Recovery,00:33:36.037,2016.037,"[12.5, 64.2]",high,dd864cd8-b972-4fb7-a226-28aad6670cf3,Pressure,00:33:36.730,2016.73,"[103.1, 24.1]",32289,Victor Okoh Boniface,0.693,True,1,['dd864cd8-b972-4fb7-a226-28aad6670cf3'],True,VfB Stuttgart,VfB Stuttgart,135,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,0,1,False,12.5,84.6,,13.989,dangerous_escape,dangerous_escape,True,True
3895320_p142_f6540095,3895320,1. Bundesliga,2023/2024,2,142,Bayer Leverkusen,904,VfB Stuttgart,174,Regular Play,Regular Play,open_play,True,57c6e2a0-21af-4b6a-b19d-76e0702080cc,Pass,00:36:22.395,2182.395,"[33.6, 70.5]",high,f6540095-911d-40d0-a018-5f2ce53c5fe1,Pressure,00:36:24.327,2184.327,"[71.1, 6.3]",9195,Robert Andrich,1.932,True,2,"['f6540095-911d-40d0-a018-5f2ce53c5fe1', '7ca126b4-c510-4f6a-a878-3739b7121ab8']",True,VfB Stuttgart,VfB Stuttgart,142,1,0,1,2.673,4.387,4.387,de01e553-f132-45e8-8bcd-4e6419245f98,Pass,opponent_turnover_plus_pass,1,0,1,4.387,de01e553-f132-45e8-8bcd-4e6419245f98,1,1,0,1,4.387,de01e553-f132-45e8-8bcd-4e6419245f98,0,0,0,False,33.6,54.5,,,successful_regain,successful_regain,True,True
3895320_p148_366351c2,3895320,1. Bundesliga,2023/2024,2,148,Bayer Leverkusen,904,VfB Stuttgart,174,Regular Play,Regular Play,open_play,True,e03134f1-a4b4-42d1-864e-88ee307f98a6,Duel,00:37:45.334,2265.334,"[40.9, 68.1]",high,366351c2-852b-472c-b73d-695eb6ea7145,Pressure,00:37:46.115,2266.115,"[84.9, 15.1]",40724,Florian Wirtz,0.781,True,1,['366351c2-852b-472c-b73d-695eb6ea7145'],True,VfB Stuttgart,VfB Stuttgart,148,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,40.9,55.3,,,harmless_escape,harmless_escape,True,True
3895320_p148_e03134f1,3895320,1. Bundesliga,2023/2024,2,148,VfB Stuttgart,174,VfB Stuttgart,174,Regular Play,Regular Play,open_play,True,4bc4482d-cfa0-4744-a9ee-6bafd23b4b88,Ball Receipt*,00:37:43.228,2263.228,"[78.9, 11.3]",high,e03134f1-a4b4-42d1-864e-88ee307f98a6,Duel,00:37:45.334,2265.334,"[40.9, 68.1]",8538,Waldemar Anton,2.106,True,1,['e03134f1-a4b4-42d1-864e-88ee307f98a6'],True,Bayer Leverkusen,VfB Stuttgart,148,1,1,1,0.0,1.127,1.127,ea52bb51-7fc4-4d9e-84d7-7b9c7a9b6794,Pass,duel_plus_pass,1,1,1,1.127,ea52bb51-7fc4-4d9e-84d7-7b9c7a9b6794,1,1,1,1,0.781,366351c2-852b-472c-b73d-695eb6ea7145,1,0,1,False,,84.9,,0.781,dangerous_escape,dangerous_escape,True,True
3895320_p151_61d2537e,3895320,1. Bundesliga,2023/2024,2,151,Bayer Leverkusen,904,Bayer Leverkusen,904,Regular Play,Regular Play,open_play,True,510d1e73-a631-4701-96f8-cfcc2928a4ab,Ball Recovery,00:39:34.724,2374.724,"[19.8, 20.1]",high,61d2537e-4ea3-432e-899c-2804cfe1e33a,Pressure,00:39:37.168,2377.168,"[70.6, 50.6]",30606,Edmond Fayçal Tapsoba,2.444,True,5,"['61d2537e-4ea3-432e-899c-2804cfe1e33a', '5af05b01-c808-4b48-b8a0-a912af2502cc', '209dc304-446e-4ab8-a0fc-27f50e67c559', 'd50a722a-9176-49e3-9ba8-c460603601f2', '09512c48-bd5b-4b95-8344-a3185ff39cb0']",True,VfB Stuttgart,Bayer Leverkusen,151,1,1,1,1.946,1.946,1.946,6d8b20d3-6166-46f9-98c4-b1de40c9c5b6,Carry,ball_recovery_plus_carry,1,1,1,1.946,6d8b20d3-6166-46f9-98c4-b1de40c9c5b6,1,1,1,1,0.889,5af05b01-c808-4b48-b8a0-a912af2502cc,0,0,0,True,88.8,88.8,,,successful_regain,successful_regain,True,True
3895320_p151_29381c80,3895320,1. Bundesliga,2023/2024,2,151,VfB Stuttgart,174,Bayer Leverkusen,904,Regular Play,Regular Play,open_play,True,57c4ca5b-3975-4c08-90e9-0e1e77dae602,Ball Recovery,00:39:12.058,2352.058,"[35.3, 16.3]",high,29381c80-6972-40c6-b578-ab9c7d251c54,Pressure,00:39:13.298,2353.298,"[88.8, 67.5]",9102,Serhou Guirassy,1.24,True,2,"['29381c80-6972-40c6-b578-ab9c7d251c54', 'e01ac001-8c63-4cde-a396-8176da335286']",True,Bayer Leverkusen,Bayer Leverkusen,151,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,0,1,False,35.3,92.1,,11.342,dangerous_escape,dangerous_escape,True,True
3895320_p156_df837fb4,3895320,1. Bundesliga,2023/2024,2,156,VfB Stuttgart,174,VfB Stuttgart,174,From Corner,From Corner,open_play,True,09be8e82-be69-4cb3-b780-ae34aa972320,Duel,00:42:24.542,2544.542,"[13.6, 66.9]",high,df837fb4-b23b-4464-a8e1-dd4be039a850,Pressure,00:42:26.778,2546.778,"[104.9, 1.5]",8238,Mahmoud Dahoud,2.236,True,1,['df837fb4-b23b-4464-a8e1-dd4be039a850'],True,Bayer Leverkusen,VfB Stuttgart,156,1,0,1,2.675,4.179,4.179,2d7cbebf-1d79-4762-8c25-86848201ba8c,Pass,opponent_turnover_plus_pass,1,0,1,4.179,2d7cbebf-1d79-4762-8c25-86848201ba8c,1,1,1,1,2.675,c059f46e-f618-49a8-859d-7bc1237a1236,0,0,0,False,9.0,15.5,,,successful_regain,successful_regain,True,True
